"","accelerometer_x","accelerometer_y","accelerometer_z","gyroscope_x","gyroscope_y","gyroscope_z","linear_acc_x","linear_acc_y","linear_acc_z","gravity_x","gravity_y","gravity_z","orientation_z","orientation_x","orientation_y","activity"
"463",-1.6664,-8.7367,-0.3879,-1.5682,-9.6756,-0.3054,0.8068,0.97,-0.0178,0.5893,-0.1059,-0.6533,247.08,80.62,101.02,"walking"
"464",-0.5387,-10.0033,0.0527,-1.2514,-9.7252,0.1566,0.7031,-0.2763,-0.0675,-0.0044,-0.4016,0.1696,255.55,82.52,92.26,"walking"
"465",0.3496,-9.2012,1.9011,-1.3834,-9.7086,-0.0102,1.7246,0.5085,1.9097,-0.3001,-0.8707,0.1873,256.48,82.01,88.03,"walking"
"466",-5.9474,-19.4822,-2.526,-1.1734,-9.7214,0.5366,-4.8476,-9.7528,-3.0733,-0.2818,-0.5793,-0.7724,248.46,82.15,88.14,"walking"
"467",-0.8476,-8.3393,-2.0615,-0.8222,-9.7707,-0.1629,0.3889,0.9622,-1.221,-0.7259,-0.1896,-0.0827,246.76,84.94,78.25,"walking"
"468",-1.7119,-8.1908,0.1628,-1.1613,-9.6732,-1.1181,-0.5506,1.4824,1.2809,-0.4577,-0.3552,0.0444,188.8,83.32,130.12,"walking"
"469",-3.1317,-9.297,-1.6497,-1.5733,-9.5795,-1.3884,-1.5584,0.2825,-0.2613,-0.3899,0.194,0.2954,177.3,78.82,132.93,"walking"
"470",-2.2147,-9.7327,-0.1532,-1.9691,-9.4123,-1.9236,-0.2456,-0.3204,1.7704,-0.4803,0.8476,0.3596,180.79,74.87,132.73,"walking"
"471",-0.0623,-10.5516,-0.1868,-2.0726,-9.3449,-2.1324,2.0103,-1.2067,1.9456,-0.2769,0.5263,0.1262,182.7,72.13,135.24,"walking"
"472",-2.265,-11.3848,-2.8899,-1.9217,-9.4354,-1.8577,-0.1039,-2.1481,0.05,0.5881,-0.3851,0.0291,187.12,72.78,136.45,"walking"
"473",-3.4645,-6.6154,-2.8707,-1.8504,-9.5505,-1.2383,-1.6141,2.9351,-1.6324,1.2094,-0.5042,-0.079,204.58,76.88,123.79,"walking"
"474",0.3328,-9.3089,-2.2674,-1.8073,-9.6366,-0.2008,2.1401,0.3276,-2.0666,0.786,-0.4529,-0.4492,223.83,77.59,108.98,"walking"
"475",-2.0663,-10.0081,0.407,-1.3026,-9.7187,0.14,-0.7636,-0.2894,0.267,0.684,-0.9709,-0.2696,227.03,81.72,92.73,"walking"
"476",-0.7303,-9.4957,0.8548,-1.3261,-9.7109,0.3328,0.5958,0.2152,0.522,-0.327,-0.6526,0.3443,246.63,82.33,72.93,"walking"
"477",-0.4477,-9.5963,2.5547,-1.5298,-9.6829,0.2653,1.082,0.0867,2.2894,-0.0918,-0.7052,0.2087,233.16,80.89,80.16,"walking"
"478",-4.0439,-7.1924,0.012,-1.2432,-9.7068,0.6348,-3.0545,1.1425,-1.1496,-0.9336,-0.2733,-0.4761,246.82,80.43,65.12,"walking"
"479",-2.4493,-8.945,-2.6289,-1.2077,-9.7317,-0.0756,-0.4516,1.1746,-2.4168,-0.6495,-0.247,-0.0448,233.71,82.73,72.91,"walking"
"480",-2.0399,-7.5515,0.1341,-1.5435,-9.6474,-0.8459,-0.3959,2.0599,1.7869,-0.3074,0.0193,0.1787,172.76,79.66,118.73,"walking"
"481",-0.9817,-9.6537,-1.2043,-2.0673,-9.5046,-1.2489,0.7696,-0.0845,0.0542,-0.3343,0.3504,0.2808,183.53,77.86,118.68,"walking"
"482",-2.0687,-9.7782,-0.6824,-2.0779,-9.4282,-1.7209,-0.1823,-0.5943,1.1152,-0.3899,0.8519,0.2233,194.65,74.56,126.95,"walking"
"483",-0.7039,-8.38,0.5531,-2.0705,-9.3796,-1.9765,1.3666,0.9996,2.5295,-0.1144,0.8311,0.1207,207.61,73.43,131.47,"walking"
"484",-2.5667,-11.2411,-3.4621,-1.9845,-9.4856,-1.5016,-0.5822,-1.7555,-1.9605,0.6413,-0.1743,0.3913,214.21,74.58,131.52,"walking"
"485",-2.8827,-8.5667,-2.0327,-2.1925,-9.5203,-0.8528,-0.6902,0.9536,-1.18,1.4702,0.0352,0.1989,224.51,75.89,122.94,"walking"
"486",1.178,-9.5148,-2.49,-2.1042,-9.5778,-0.0885,3.2822,0.063,-2.4015,0.389,0.2924,-0.6606,265.14,77.6,92.41,"walking"
"487",-2.1165,-10.1805,-0.0215,-1.4079,-9.7021,0.2371,-0.7086,-0.4783,-0.2586,0.6132,-0.3888,-0.1462,256.21,80.81,92.9,"walking"
"488",0.4932,-9.2204,1.3743,-1.5253,-9.6854,0.1883,1.7623,0.2209,0.8029,-0.556,-0.3509,0.3687,275.46,81.31,78.23,"walking"
"489",-0.2921,-9.7208,1.6377,-1.5184,-9.6868,0.173,1.3724,0.3635,1.503,0.7323,-0.3472,-2e-04,263.5,80.73,87.56,"walking"
"490",-2.5403,-8.7128,-1.4246,-1.0033,-9.7478,0.3797,-1.537,1.035,-1.8043,-0.5945,0.0883,-0.2983,276.43,82.58,61.89,"walking"
"491",-3.5842,-8.957,-2.83,-0.9594,-9.756,-0.266,-2.6248,0.799,-2.564,-0.6043,-0.0833,-0.1499,257.55,84.08,82.28,"walking"
"492",-2.9019,-7.7072,-0.5627,-1.4365,-9.6592,-0.8977,-1.3097,1.7701,0.4883,-0.1486,0.8098,0.2612,218.47,81.28,121.61,"walking"
"493",-0.735,-10.463,-1.2354,-1.8712,-9.5355,-1.3201,1.1361,-0.9275,0.0847,-0.4333,0.6522,0.1537,234.57,77.14,122.39,"walking"
"494",-1.8771,-9.7567,-0.4501,-1.9137,-9.4583,-1.7461,0.0366,-0.2984,1.296,-0.2469,0.7896,0.2899,222.61,75.88,128.63,"walking"
"495",-0.3615,-9.6609,-0.3352,-1.8709,-9.4536,-1.8162,1.8853,-0.6741,1.4978,-0.2054,0.7291,0.1317,232.51,74.32,132.66,"walking"
"496",-0.6728,-11.356,-1.3216,-1.7358,-9.5129,-1.6316,0.6344,-1.6588,-0.7674,0.6944,-0.0442,0.2227,225.4,75.23,135.6,"walking"
"497",-3.6177,-8.0543,-1.2833,-1.7957,-9.5876,-1.0115,-2.6816,3.3793,-1.3349,1.0237,0.1781,0.1048,243.51,77.54,124.26,"walking"
"498",1.3911,-10.8006,-3.7111,-1.8121,-9.6373,-0.0889,2.8369,0.3859,-2.2431,0.1935,0.0334,-0.5433,257.03,77.67,113.5,"walking"
"499",-2.1118,-8.4925,0.6393,-1.1754,-9.7359,-0.0354,-1.2284,0.8196,0.634,0.494,-0.6869,-0.3203,271.68,82.26,97.2,"walking"
"500",-0.0958,-9.7279,0.4262,-1.2068,-9.7261,0.3403,0.5701,0.0332,-0.484,0.0505,-0.1621,0.2154,287.33,83.34,81.88,"walking"
"501",-0.0862,-9.5196,1.6257,-1.4248,-9.6983,0.2889,1.4811,0.1565,1.5521,0.1379,-0.3344,0.1427,284.54,81.7,81.06,"walking"
"502",-0.4908,-15.4574,-0.1844,-1.2294,-9.6992,0.7642,-0.9442,-7.3392,-1.6026,0.5417,0.0914,-0.4193,286.24,81.56,73.09,"walking"
"503",-1.4581,-7.7742,-0.0407,-0.8716,-9.7652,0.2273,-0.208,2.1688,-0.5851,-0.7326,0.125,-0.1004,275.94,84.73,75.38,"walking"
"504",-3.012,-8.6385,0.1891,-1.2342,-9.7077,-0.6385,-3.2358,-0.0976,-0.1389,-0.6379,0.1983,0.1519,252.55,84.26,100.54,"walking"
"505",-2.1477,-9.5484,-0.6273,-1.7642,-9.6,-0.9481,-0.8023,0.3375,0.1253,-0.0887,1.0578,0.3504,238.04,79.48,118.76,"walking"
"506",-0.9386,-10.0967,-0.9194,-1.8673,-9.5323,-1.3482,0.0604,-0.1854,1.0878,-0.5463,0.8238,0.1427,236.89,76.96,121.24,"walking"
"507",-1.5012,-9.5627,-0.2227,-1.9091,-9.4615,-1.7337,0.4289,-0.4924,1.3384,-0.3141,0.6821,0.3162,230.3,74.75,132.24,"walking"
"508",-0.8021,-10.1493,-0.7686,-1.858,-9.4419,-1.8893,1.2883,-0.9949,1.3823,-0.2353,0.7224,0.183,229.63,74.18,133.63,"walking"
"509",-2.8731,-9.5101,-2.7702,-1.8741,-9.5101,-1.4887,-0.6284,-0.5551,-1.2289,0.8606,0.3394,-0.1536,230.25,75.2,131.68,"walking"
"510",-2.2195,-9.0815,-0.838,-2.0217,-9.5575,-0.8586,-0.2366,0.4751,0.1162,1.4354,-0.1603,0.0853,242.38,77.07,120.13,"walking"
"511",-0.498,-8.028,0.3041,-1.4788,-9.6895,-0.3118,0.9808,1.6615,0.6159,0.1636,0.1103,-0.506,263.57,79.83,98.26,"walking"
"512",-0.8787,-9.8716,-0.3041,-1.1904,-9.7341,0.0205,0.1776,-0.1662,-0.0972,0.4348,-0.4559,-0.1059,261.16,82.2,101.54,"walking"
"513",-0.0694,-9.2108,1.3767,-1.3887,-9.7068,-0.1404,1.3193,0.496,1.5171,-0.2561,-0.5903,0.2942,263.38,81.82,95.77,"walking"
"514",0.6393,-15.1534,-0.4932,-1.2214,-9.7123,0.5919,2.136,-1.5863,1.4744,0.9962,-0.2806,0.0437,260.84,81.82,91.76,"walking"
"515",-1.1014,-9.2587,0.0383,-0.8032,-9.7724,0.1567,-0.2982,0.5138,-0.1184,-1.002,-0.2379,-0.2794,294.02,82.42,55.84,"walking"
"516",-4.0439,-9.8524,-2.5403,-0.8707,-9.7516,-0.5646,-3.1732,-0.1009,-1.9758,-0.8725,-0.6551,0.2466,238.7,85.12,109.57,"walking"
"517",-2.854,-8.8804,-1.5204,-1.5051,-9.6117,-1.2333,-1.3489,0.7313,-0.2871,-0.3074,0.2997,0.1946,217.66,79.46,129.82,"walking"
"518",-1.688,-10.6449,-1.19,-1.7602,-9.5111,-1.6161,0.0722,-1.1339,0.4261,-0.7613,0.3516,0.1946,221.68,77.63,128.61,"walking"
"519",-1.755,-9.0647,0.0551,-1.7728,-9.4315,-2.0182,-0.157,0.3429,1.841,-0.3068,0.5361,0.0786,216.11,74.92,135.57,"walking"
"520",-1.0128,-11.6194,-1.3336,-1.7531,-9.4902,-1.7417,0.7403,-2.1293,0.4081,0.0658,0.0236,0.1012,214.87,74.34,138.26,"walking"
"521",-4.257,-6.9027,-3.2323,-1.7911,-9.5935,-0.9626,-2.1355,3.2654,-2.0087,1.0725,0.1274,0.0596,227.57,77.52,123.73,"walking"
"522",0.6656,-12.3257,-1.834,-1.9408,-9.6118,-0.1284,3.0661,-3.0587,-2.3114,1.2576,-0.3179,-0.2531,251.27,78.01,102.97,"walking"
"523",-2.3991,-8.6314,0.826,-1.3229,-9.717,-0.0076,-0.3076,1.0473,0.5726,0.2967,-0.5977,-0.4352,262.96,79.5,88.98,"walking"
"524",-1.1469,-9.4718,-0.1772,-1.249,-9.7215,0.3198,0.2482,0.2905,-0.1833,-0.3606,-0.3912,0.34,272.51,82.82,73.68,"walking"
"525",-0.2251,-9.3281,1.8484,-1.4928,-9.6919,0.09,1.2677,0.3638,1.7584,0.0273,-0.3552,0.1855,257.44,81.23,86.55,"walking"
"526",-3.4741,-22.7217,-2.2434,-1.3316,-9.6806,0.8258,0.2662,-9.0498,-2.2576,0.1348,0.1458,-0.7583,270.24,81.17,71.78,"walking"
"527",-1.9465,-8.3704,-1.8891,-1.141,-9.7379,0.201,-0.8055,1.3676,-2.0901,-0.4235,0.2667,-0.0039,268.2,83.07,72.33,"walking"
"528",-2.2386,-8.0831,1.0846,-1.3515,-9.6976,-0.5477,-0.8754,1.8563,0.9612,-0.2421,0.6607,0.1421,238.68,82.47,104.16,"walking"
"529",-2.514,-9.8548,-0.996,-1.6988,-9.6301,-0.7382,-0.3328,-0.4298,-0.043,-0.1688,0.8256,0.2466,238.51,79.11,113.49,"walking"
"530",-1.8939,-10.1757,-0.4262,-1.8282,-9.5461,-1.3038,-0.1154,-0.805,0.2923,-0.4797,1.0297,0.158,232.45,77.95,117.61,"walking"
"531",-0.9888,-8.8516,0.4597,-1.7251,-9.5145,-1.6334,0.8506,0.62,2.3096,-0.2543,1.2667,0.0547,228.98,75.96,131.52,"walking"
"532",-0.7877,-12.6585,-3.1054,-1.6558,-9.5778,-1.3014,-0.1866,-1.9549,-2.8613,0.6388,0.3327,0.3645,230.68,76.25,134.2,"walking"
"533",-0.8907,-8.0472,-1.4461,-1.89,-9.5901,-0.7928,0.4021,2.4182,-0.9146,1.0145,0.5911,0.2429,246.33,78.13,117.21,"walking"
"534",0.1628,-9.8165,-2.9282,-1.641,-9.6607,-0.3847,2.9115,-1.8965,-2.8151,0.287,0.88,-0.4034,258.98,78.17,106.69,"walking"
"535",-1.7742,-9.3042,0.2634,-1.2562,-9.7184,-0.3818,0.0572,0.1286,0.3228,0.5814,0.3302,-0.0283,258.98,82.31,106.91,"walking"
"536",-0.1389,-9.4789,0.5267,-1.3041,-9.7179,-0.1787,1.0842,0.1984,0.5011,-0.1132,0.3773,0.2117,273.22,82.6,95.39,"walking"
"537",0.0934,-9.8955,0.3951,-1.454,-9.6954,-0.2355,1.4054,-0.2496,0.9565,-0.0521,0.0205,0.3706,269.53,81.36,99.2,"walking"
"538",0.2849,-14.8541,-0.2107,-1.3456,-9.7134,0.0957,-2.0547,-7.7629,-3.6215,0.6822,0.5062,-0.327,269.04,81.71,93.19,"walking"
"539",-0.5722,-7.846,0.0527,-1.1769,-9.7349,-0.131,0.5455,2.204,0.6868,-0.1126,0.6192,0.1494,270.81,83.06,96.35,"walking"
"540",-3.1126,-9.3832,-0.103,-1.3332,-9.6958,-0.6194,-1.81,0.3221,0.4281,-0.6874,0.5043,0.0132,262.88,82.43,104.57,"walking"
"541",-3.1892,-9.9937,-1.9753,-1.5123,-9.6534,-0.8339,-1.4713,0.082,-0.6548,-0.0264,0.96,0.1225,253.37,80.67,118.78,"walking"
"542",-1.1157,-9.5508,-0.3208,-1.6948,-9.5721,-1.2931,0.5707,0.0096,1.0666,-0.3367,1.0193,0.0712,257.35,78.13,124.05,"walking"
"543",-1.506,-10.1709,-0.5555,-1.6845,-9.4886,-1.8164,0.1785,-0.6823,1.2609,-0.5145,0.7933,0.2942,253.18,77.03,130.35,"walking"
"544",0.1508,-8.9259,-0.8045,-1.6088,-9.4698,-1.9758,1.7884,0.5727,1.1952,-0.1626,0.7731,0.0444,247.49,74.69,139.48,"walking"
"545",-1.822,-11.7726,-0.9936,-1.3863,-9.5141,-1.9314,-0.4357,-2.2585,0.9377,0.1367,0.4231,-0.0155,243.37,75.35,142.47,"walking"
"546",-0.5794,-8.9785,-0.7997,-1.5929,-9.6251,-0.9951,1.0135,0.6466,0.1954,1.0322,-0.1768,-0.0216,258.79,78.69,128.37,"walking"
"547",-0.747,-8.969,-0.8476,-1.2653,-9.7156,-0.4192,0.5183,0.7467,-0.4283,0.326,-0.6911,-0.4938,272.29,79.72,113.66,"walking"
"548",-0.9457,-10.3696,0.0886,-0.8513,-9.7696,0.0013,-0.0945,-0.6,0.0873,0.3523,-1.3948,-0.2941,275.69,84.38,98.75,"walking"
"549",-1.154,-9.5292,0.7973,-0.7376,-9.7781,0.1214,-0.4165,0.2489,0.6759,-0.1816,-1.412,0.0517,292.28,85.69,76.78,"walking"
"550",0.0239,-9.8884,0.8476,-0.8463,-9.7701,-0.0029,0.8702,-0.1183,0.8504,-0.2017,-1.4553,0.0535,267.38,85.05,90.19,"walking"
"551",-3.5603,-16.1877,-0.8691,-0.9692,-9.7584,0.0655,-2.5911,-6.4293,-0.9346,-0.4803,-1.3105,-0.1169,262.16,84.74,88.66,"walking"
"552",-0.996,-9.9793,0.2251,-1.0168,-9.7484,-0.3231,0.0208,-0.2309,0.5482,-0.6642,-1.4822,0.0816,241.22,84.27,103.07,"walking"
"553",-3.0048,-8.3967,2.1764,-1.4888,-9.637,-1.0397,-1.516,1.2403,3.2161,-0.8932,-1.6508,0.103,205.13,80.44,126.14,"walking"
"554",-2.6313,-9.9889,-0.4142,-1.8486,-9.6081,-0.6609,-0.8641,-0.2539,0.4766,-0.1749,-1.4987,0.0731,207.45,78.95,119.75,"walking"
"555",-2.8181,-9.3664,0.0192,-2.0698,-9.5498,-0.8287,-0.7483,0.1834,0.8478,-0.6593,-1.0809,-0.0076,202.52,77.42,109.53,"walking"
"556",-2.6026,-9.4167,-0.3232,-2.1969,-9.4869,-1.159,-0.4057,0.0702,0.8358,-0.6318,-0.8206,-0.1383,190.26,75.55,116.49,"walking"
"557",-3.3831,-10.0607,0.0982,-2.1522,-9.4598,-1.4318,-1.0513,-0.5435,1.2115,-0.5237,-0.5183,-0.1994,185.97,75.13,119.72,"walking"
"558",-1.6592,-11.2603,-0.8979,-2.1933,-9.4705,-1.292,0.8286,-1.7132,0.2649,0.0933,-0.8591,-0.1853,182.23,74.7,122.8,"walking"
"559",-3.0742,-7.372,-0.7494,-1.8622,-9.5611,-1.135,-0.6782,1.6288,0.0792,0.1098,-0.7162,-0.5964,181.06,76.21,119.91,"walking"
"560",-1.1612,-10.7742,-2.028,-1.6033,-9.6706,-0.28,0.5498,-1.3933,-2.0904,0.8942,-1.2635,-0.3997,177.49,79.62,108.03,"walking"
"561",-1.2881,-8.9833,0.6345,-1.281,-9.7221,-0.1043,-0.1604,0.7196,0.7747,0.3322,-1.8145,-0.3185,177.42,81.21,96.2,"walking"
"562",-1.7598,-9.8979,-0.2346,-1.0376,-9.7436,0.3947,-0.8707,-0.207,-0.7204,0.2301,-1.7339,-0.1151,170.23,83.5,69.17,"walking"
"563",-1.2331,-9.6202,0.9936,-1.0483,-9.7365,0.5203,-0.156,0.0517,0.435,-0.1333,-1.4431,0.0541,161.85,83.25,63.06,"walking"
"564",-1.0631,-9.8381,0.8021,-1.1136,-9.7271,0.5592,0.0745,-0.1373,0.2285,-0.0625,-1.3503,0.1531,146.27,83.06,63.97,"walking"
"565",-0.2562,-9.7519,1.7646,-1.1736,-9.7108,0.702,0.9175,-0.0411,1.0626,0.4268,-1.2892,0.3779,132.05,81.98,59.11,"walking"
"566",-1.3647,-8.9881,0.2658,-1.2104,-9.7251,0.3569,-0.1544,0.737,-0.0911,-0.6739,-1.2971,0.1598,130.32,81.79,57.44,"walking"
"567",-3.0958,-8.7199,0.6872,-1.3518,-9.7105,-0.2201,-1.5876,1.1248,1.3692,-0.98,-1.4639,0.0114,83.09,81.97,99.25,"walking"
"568",-2.9737,-9.4478,-0.2083,-1.6259,-9.6636,-0.3755,-1.5617,0.0038,-0.3194,-0.2353,-1.2519,0.092,73.24,80.79,105.28,"walking"
"569",-2.1237,-9.1198,0.1604,-1.9393,-9.5899,-0.6656,0.0506,0.6075,0.5394,-0.6159,-1.0864,0.0315,69.51,78.39,106.33,"walking"
"570",-2.7702,-8.969,-0.3376,-2.0374,-9.5515,-0.8875,-0.6494,0.4826,0.4949,-0.4864,-0.7107,-0.054,70.81,77.56,110.81,"walking"
"571",-2.4996,-9.7806,-0.4382,-2.0828,-9.5077,-1.1982,-0.2447,-0.2102,0.9224,-0.6721,-0.4236,-0.079,59.8,75.82,119.91,"walking"
"572",-3.0958,-9.5436,-0.2299,-2.1019,-9.441,-1.6185,-1.1148,-0.4206,0.9406,-0.5011,-0.2574,-0.12,64.2,74.91,124.31,"walking"
"573",-1.743,-11.1669,-1.9489,-2.0766,-9.4717,-1.4643,0.5801,-1.2419,-0.5516,0.1715,-1.0601,-0.2452,65.27,74.56,127.64,"walking"
"574",-2.6074,-6.6896,-0.4118,-1.7249,-9.5793,-1.1963,-0.9166,2.9025,0.7293,0.4439,-0.7327,-0.5213,82.27,77.64,124.74,"walking"
"575",-1.1229,-10.3169,-3.0192,-1.5067,-9.6859,-0.2891,0.0739,-1.5897,-3.3173,0.7872,-1.2629,-0.4596,103.21,80.07,110.94,"walking"
"576",-1.858,-9.2395,0.498,-1.0661,-9.7479,0.1118,-0.3062,0.9361,0.6903,0.5484,-1.1627,-0.4223,101.75,83.07,94.08,"walking"
"577",-1.4964,-9.3233,-0.3065,-0.9466,-9.7541,0.3635,-0.5617,0.4309,-0.696,-0.3166,-1.0729,0.0975,126.84,84.05,71.93,"walking"
"578",-0.9338,-9.9147,1.3671,-1.0929,-9.7437,0.1887,0.1712,-0.1734,1.13,0.0701,-0.8817,0.0865,105.56,83.51,80.2,"walking"
"579",-0.1652,-11.2531,1.2259,-1.1934,-9.7212,0.4938,1.0502,-1.5365,0.6963,0.1171,-1.0179,0.3211,112.95,82.91,70.57,"walking"
"580",-1.688,-8.8468,0.2586,-1.1057,-9.7414,0.2297,-0.5954,0.8923,-0.0969,-0.7973,-0.8005,-0.0467,114.66,83.1,68.87,"walking"
"581",-2.8013,-8.4949,0.0599,-1.2414,-9.7171,-0.454,-2.0431,0.8874,-0.1281,-0.9549,-1.0387,0.0694,73.2,83.09,97.22,"walking"
"582",-3.1389,-10.1206,-1.166,-1.5598,-9.6616,-0.6254,-1.4929,-0.7751,-0.9932,-0.1058,-0.6526,0.0425,44.85,80.41,114.34,"walking"
"583",-1.5036,-9.0623,-0.6441,-1.714,-9.617,-0.864,-0.1272,0.3032,0.2104,-0.4882,-0.5891,0.0309,44.79,79.59,112.46,"walking"
"584",-2.9737,-9.1629,-0.6129,-1.824,-9.5578,-1.2215,-1.1497,0.3949,0.6086,-0.4901,-0.029,0.0456,26.04,77.66,121.79,"walking"
"585",-1.6473,-9.5292,-0.0479,-1.9333,-9.4806,-1.5972,0.349,-0.2448,1.3856,-0.2958,0.3925,-0.0283,18.67,76.19,126.23,"walking"
"586",-2.1165,-11.6458,-2.526,-1.8973,-9.4742,-1.6763,-0.3318,-2.0758,1.0083,0.1159,-0.2257,0.1732,10.61,75.04,131.46,"walking"
"587",-3.1509,-7.36,-2.6289,-1.9986,-9.531,-1.1555,-0.9775,2.8534,-1.3849,0.5368,-0.1792,-0.1682,14.17,75.31,125.43,"walking"
"588",-0.0239,-10.7814,-2.0591,-2.1099,-9.5603,-0.5646,2.2225,-1.4007,-1.6932,1.0279,-0.7088,-0.0216,26.61,76.61,110.29,"walking"
"589",-1.6712,-8.8732,0.0096,-1.6031,-9.6695,-0.3171,-0.3219,0.6862,0.0274,0.6229,-0.5653,-0.3374,42.64,79.33,103.18,"walking"
"590",-0.905,-9.5699,0,-1.3581,-9.7095,0.2256,0.5392,0.0797,-0.386,0.2833,-0.4773,-0.1713,52.81,81.56,88.37,"walking"
"591",-0.8117,-9.206,0.9362,-1.4492,-9.6968,0.2029,0.7645,0.5052,1.0301,-0.2854,-0.7278,0.2991,56.65,81.87,79.66,"walking"
"592",-0.4549,-9.9913,2.0734,-1.5349,-9.6776,0.3975,0.8813,-0.4597,1.561,0.2369,-0.6148,0.034,54.4,80.96,82.58,"walking"
"593",-3.522,-8.5691,0.3232,-1.2553,-9.6972,0.7475,-2.4678,0.3978,-1.1785,-0.7436,-0.1707,-0.288,77.65,81.43,59.23,"walking"
"594",-2.9138,-8.3129,-2.2003,-1.2712,-9.7229,0.1378,-0.8933,1.2999,-2.4674,-0.6281,-0.0894,0.0199,55.53,82.46,74.55,"walking"
"595",-2.2722,-8.198,-0.0886,-1.7004,-9.6366,-0.6442,-0.8232,1.1896,-0.0022,-0.1071,0.4225,0.089,24.65,80,110.47,"walking"
"596",-1.5587,-9.0623,-0.3328,-1.9453,-9.5594,-1.0015,0.9278,0.6288,1.0278,-0.3441,0.4451,0.1616,17.43,77.72,114.87,"walking"
"597",-2.3392,-10.0368,-1.099,-1.9082,-9.5352,-1.2686,-0.3783,-0.4873,0.1457,-0.3038,0.533,-0.0222,17.72,76.86,118.78,"walking"
"598",-1.3839,-10.1374,-0.6872,-1.9024,-9.485,-1.608,0.3988,-0.9181,0.861,-0.2952,0.5459,0.238,11.37,75.29,130.21,"walking"
"599",-1.0822,-10.3576,-1.2498,-1.8736,-9.4545,-1.8088,0.7914,-1.0204,0.4153,-0.1584,0.3809,0.0981,11.22,74.51,132.22,"walking"
"600",-2.1596,-9.8788,-3.1652,-2.0157,-9.414,-1.8665,-0.4791,0.129,-1.4615,0.1067,-0.1346,0.2221,13.45,74.42,134.45,"walking"
"601",-2.3631,-8.8014,-2.7031,-2.1767,-9.3925,-1.7926,-1.1944,2.1187,-0.9512,0.6132,0.2649,0.1726,20.43,73.58,131.11,"walking"
"602",-0.6081,-9.4765,-2.3943,-2.0684,-9.4821,-1.4079,1.4602,0.0055,-0.9864,0.268,0.4738,-0.2415,24.69,73.24,126.7,"walking"
"603",-1.1421,-8.7439,-0.7686,-1.8534,-9.5428,-1.2919,0.7114,0.799,0.5233,0.4757,-0.0314,0.0382,33.57,76.24,127.12,"walking"
"604",0.0287,-9.2275,0.0503,-1.781,-9.5997,-0.9186,1.8097,0.3722,0.9689,0.1318,-0.2281,0.0523,38.61,77.58,119.25,"walking"
"605",-0.0623,-9.036,1.02,-1.6824,-9.6397,-0.6441,1.5986,0.6301,1.7167,0.3951,-0.6093,0.0835,49.14,78.96,114.49,"walking"
"606",-4.2522,-12.0384,-1.8771,-1.4518,-9.6978,-0.1259,-2.8004,-2.3407,-1.7513,-0.4742,-0.2165,-0.098,73.09,81.33,91.96,"walking"
"607",-2.162,-8.04,-3.1796,-1.3695,-9.6819,-0.7449,-0.5938,1.3977,-1.9271,-0.4699,0.3412,-0.4175,65.82,81.43,101.49,"walking"
"608",-4.0344,-9.2251,-0.8236,-1.3565,-9.6043,-1.4445,-2.6779,0.3792,0.6209,-0.4125,0.2875,-0.0723,25.6,78.34,136.8,"walking"
"609",-2.6505,-9.6944,-1.937,-1.6577,-9.5182,-1.6808,-0.9928,-0.1762,-0.2562,-0.09,0.9833,0.0425,27.22,76.84,136.15,"walking"
"610",-0.3304,-10.1709,-0.1652,-1.7938,-9.4281,-2.0159,1.4634,-0.7428,1.8507,-0.4137,0.5892,0.2618,24.6,74.03,138.34,"walking"
"611",-1.2331,-9.3568,-0.7135,-1.782,-9.3942,-2.178,0.4388,-0.0871,0.9952,-0.3007,0.7652,0.2734,24.24,73.66,140.13,"walking"
"612",0.6201,-9.7519,-0.6896,-1.5704,-9.4131,-2.2578,2.1906,-0.3388,1.5683,-0.159,0.6876,0.0627,30.12,73,141.47,"walking"
"613",-2.6409,-10.6785,-3.2371,-1.3153,-9.5249,-1.9278,-0.5379,-1.7785,-0.8089,0.5771,-0.2446,0.2154,36.67,75.22,147.8,"walking"
"614",-1.4845,-9.1485,-2.9043,-1.6109,-9.598,-1.2055,-0.3596,0.6913,-2.0866,0.9772,-0.2006,-0.0063,47.09,77.14,140.89,"walking"
"615",-0.4645,-9.7375,-2.0184,-1.5132,-9.6641,-0.6963,1.3552,-1.0191,-1.9566,0.6529,-0.2831,-0.3191,65.41,79.19,116.63,"walking"
"616",-1.1971,-9.7543,-0.0383,-1.0938,-9.7424,-0.2415,-0.3858,-0.2848,0.117,0.4366,-0.8231,-0.1389,72.11,82.94,109.35,"walking"
"617",-1.2187,-9.431,0.4645,-1.0893,-9.7451,-0.1299,-0.1006,0.4266,0.604,-0.2335,-0.6814,0.2166,82.48,83.71,96.79,"walking"
"618",-0.8643,-9.6801,1.6664,-1.362,-9.7095,-0.2023,0.4977,0.0294,1.8687,0.0102,-0.6459,0.307,73.08,81.93,98.45,"walking"
"619",-4.2642,-10.0775,-1.2019,-1.3541,-9.7085,0.2856,-3.4584,-2.7657,-2.2992,-0.6092,-0.2415,-0.1823,82.3,81.37,87.28,"walking"
"620",-1.4198,-7.6377,-1.7478,-1.3858,-9.7067,-0.1725,-0.1657,2.1121,-1.051,-0.3917,0.26,0.1439,85.3,82.22,84.28,"walking"
"621",-2.2913,-8.1238,0.3472,-1.5564,-9.6463,-0.8342,-1.0366,0.9168,0.487,-0.4895,0.2386,-0.0137,54.5,79.63,118.19,"walking"
