"","accelerometer_x","accelerometer_y","accelerometer_z","gyroscope_x","gyroscope_y","gyroscope_z","linear_acc_x","linear_acc_y","linear_acc_z","gravity_x","gravity_y","gravity_z","orientation_z","orientation_x","orientation_y","activity"
"0",-1.3216,-10.724,-1.6257,-1.9986,-9.5212,-1.2338,0.5982,-1.1754,-0.5259,-0.5976,0.5758,0.2197,231.44,76.14,121.69,"walking"
"1",-1.6832,-9.0671,-0.1077,-2.0672,-9.3668,-2.0395,0.3844,0.3058,1.903,-0.3746,0.825,0.191,221.81,74.03,129.99,"walking"
"2",0.1053,-10.0967,0.1748,-2.0019,-9.3949,-1.9744,2.1154,-0.7076,2.1687,-0.0765,0.2856,0.1904,219.23,72.77,134.61,"walking"
"3",-4.4055,-7.8412,-3.9745,-1.9914,-9.5179,-1.2706,-2.3831,1.6961,-2.9167,1.1959,-0.2342,0.2154,232.86,76.06,122.54,"walking"
"4",0.4645,-13.032,-2.5691,-2.354,-9.5181,-0.1861,1.9804,-3.162,-1.77,1.246,-0.4346,-0.0027,246.24,76.51,108.89,"walking"
"5",-1.6784,-8.0328,0.0886,-1.8429,-9.6318,0.0527,0.1645,1.599,0.0359,0.3627,-0.4578,-0.4407,263.2,79.16,88.36,"walking"
"6",-1.6066,-9.1988,-0.1939,-1.6676,-9.6597,0.2815,0.0611,0.4609,-0.4754,-0.0863,-0.2819,0.2692,270.17,80.37,81.85,"walking"
"7",-0.8667,-10.2307,1.2666,-2.0207,-9.5961,0.03,1.324,-0.6753,1.2749,-0.1449,-0.1432,0.2991,263.43,78.26,89.56,"walking"
"8",-5.0615,-19.5421,-2.186,-1.7855,-9.6277,0.5389,-3.2759,-9.9144,-2.7249,-0.5542,0.4463,-0.3435,264.42,78.34,85.91,"walking"
"9",-0.431,-8.3704,-0.735,-1.6917,-9.6594,0.063,1.1458,0.8078,-0.5083,-0.2891,0.3644,-0.2434,269.47,80.02,82.42,"walking"
"10",-2.9378,-8.0256,0.2873,-1.8169,-9.5962,-0.8845,-1.1209,1.5706,1.1718,-0.6355,0.7566,0.1995,253.01,80.66,99.71,"walking"
"11",-2.004,-10.7862,-2.4589,-2.14,-9.5018,-1.1434,0.1359,-1.2845,-1.3155,-0.1376,1.2881,0.2142,247.22,76.35,116.91,"walking"
"12",-1.4509,-9.7423,-0.5004,-2.1616,-9.4037,-1.7517,0.7106,-0.3386,1.2513,-0.33,1.1354,0.2643,242.76,74.04,125.91,"walking"
"13",0.3328,-9.2156,0.1628,-1.9651,-9.4048,-1.9643,2.2979,0.1892,2.1271,-0.0637,0.9209,0.1354,238.98,73.12,133.99,"walking"
"14",-2.2458,-11.2842,-2.7965,-1.7941,-9.5121,-1.5718,-0.4517,-1.7721,-1.2247,0.7408,0.1293,0.3651,239.67,74.2,135.73,"walking"
"15",-2.8013,-7.791,-3.2442,-1.965,-9.5682,-0.8703,-0.1718,1.0408,-1.7196,1.0163,0.3357,0.0767,258.97,77.34,113.89,"walking"
"16",-1.5275,-8.3847,-1.1277,-1.6725,-9.6592,-0.2706,0.7863,0.8281,-1.6893,0.6645,0.3553,-0.4498,269.92,77.61,104.58,"walking"
"17",-0.9074,-10.3672,0.158,-1.3229,-9.7167,0.0761,0.1976,-0.4829,0.1369,0.3254,-0.2409,-0.1267,283.51,82.23,86.71,"walking"
"18",-0.407,-9.2204,0.7518,-1.3184,-9.7175,0.0479,0.7302,0.406,0.4892,-0.5029,-0.5531,0.3046,285.93,82.47,83.74,"walking"
"19",-0.1532,-9.8285,1.5299,-1.3172,-9.7161,0.1805,1.164,-0.1124,1.3495,0.2173,-0.5238,-0.0735,272.67,81.82,88.46,"walking"
"20",-3.4956,-8.7223,-0.4453,-1.0081,-9.7471,0.3844,-2.4875,1.0248,-0.8297,-0.6752,-0.2519,-0.4712,283.09,82.48,73.47,"walking"
"21",-2.1381,-9.5651,-2.4757,-0.9297,-9.761,-0.1673,-0.9283,0.0546,-1.7194,-0.8425,-0.5946,-0.1688,251.23,84.47,100.2,"walking"
"22",-2.344,-8.538,-0.2777,-1.3687,-9.6602,-0.9886,-0.8651,1.5661,1.951,-0.2915,-0.3692,0.0505,223.33,82.36,124.94,"walking"
"23",-1.7837,-9.7231,-1.5802,-1.6556,-9.5853,-1.2452,-0.135,0.054,-0.2532,-0.6831,-0.3845,0.0627,223.51,79.51,124.17,"walking"
"24",-2.5427,-9.2299,-0.2897,-1.7794,-9.47,-1.8231,-0.4895,0.2134,1.4833,-0.5524,-0.029,0.0682,206.43,75.78,134.02,"walking"
"25",0.3448,-9.3568,-0.9601,-1.7766,-9.4335,-2.0057,1.6396,-0.0901,0.949,-0.2775,-0.0118,-0.1493,204.48,74.04,136.2,"walking"
"26",-3.1078,-10.9706,-1.0822,-1.5409,-9.5201,-1.7783,-1.6335,-1.169,0.544,0.4537,-0.7736,-0.1047,193.22,75.33,141.16,"walking"
"27",-2.8228,-6.8668,-1.2977,-1.5548,-9.6222,-1.0796,-1.2381,2.7618,-0.323,1.0908,-0.7779,-0.1865,194.81,76.98,135.56,"walking"
"28",-0.0599,-10.0536,-0.2203,-1.5215,-9.6878,0.0329,2.3266,-2.2568,-2.5858,0.0365,-1.4462,-0.3918,232.23,80.35,91.1,"walking"
"29",-1.8723,-10.202,0.4932,-1.1579,-9.7355,0.22,-0.1178,-0.1802,0.4355,0.0896,-2.1542,-0.0198,221.55,82.07,87.96,"walking"
"30",-1.0439,-9.5244,0.3424,-1.203,-9.7299,0.2266,0.35,0.1726,0.597,-0.7998,-2.3728,0.1708,206.73,82.98,74.53,"walking"
"31",-1.2881,-8.1717,1.0367,-1.1227,-9.7419,0.0714,-0.1562,1.5693,0.9893,-0.1779,-2.1945,-0.079,174.39,82.74,90.74,"walking"
"32",-4.8484,-12.3784,-2.921,-1.234,-9.7287,0.0036,-3.6144,-2.6497,-2.9246,-0.8847,-1.7937,-0.0118,125.76,82.77,89.83,"walking"
"33",-2.0734,-9.8141,0.2873,-1.4164,-9.6884,-0.5471,-0.657,-0.1258,0.8344,-0.6654,-2.112,-0.1523,84.46,81.57,109.96,"walking"
"34",-2.4254,-9.5388,1.1804,-1.7929,-9.6207,-0.6309,-0.6325,0.0819,1.8113,-0.2726,-1.6862,0.0492,55.89,80.86,112.36,"walking"
"35",-3.1796,-9.9386,-0.3424,-2.0003,-9.5949,-0.3257,-1.1793,-0.3437,-0.0167,-0.4937,-1.8273,0.0352,26.82,78.32,100.89,"walking"
"36",-3.2466,-9.182,0.6034,-2.1145,-9.5678,-0.3956,-1.1322,0.3857,0.999,-0.407,-1.4162,-0.0986,15.05,77.75,99.72,"walking"
"37",-3.194,-9.4119,0.261,-2.2933,-9.5214,-0.5036,-0.9006,0.1095,0.7645,-0.6171,-1.3955,-0.0613,7.35,76.41,101.02,"walking"
"38",-3.4166,-9.3281,0.5004,-2.3481,-9.4975,-0.6744,-1.0422,0.1957,1.2227,-0.5328,-1.1817,-0.2195,6.23,75.98,103.72,"walking"
"39",-3.4765,-9.7279,-0.7303,-2.3497,-9.5016,-0.606,-1.1268,-0.2263,-0.1242,-0.2195,-1.3148,-0.2702,355.86,75.54,105.44,"walking"
"40",-1.2977,-8.8397,-1.2714,-2.041,-9.5837,-0.3961,0.9756,0.2556,-1.0094,-0.0313,-1.5347,-0.6838,356.39,75.99,103.16,"walking"
"41",-2.5212,-10.5492,-0.6728,-1.5744,-9.6794,-0.0124,-0.6882,0.6339,-0.7346,0.5863,-1.7229,-0.5195,12.94,80.76,90.45,"walking"
"42",-1.7933,-9.048,0.4238,-1.2649,-9.7148,0.4397,-0.5379,0.7721,0.1684,0.1642,-1.4901,-0.2226,35.62,81.72,75.04,"walking"
"43",-1.518,-9.4933,0.4334,-1.0505,-9.7186,0.7841,-0.4674,0.2253,-0.3507,0.2692,-0.9336,-0.225,54.88,82.32,53.26,"walking"
"44",-0.9194,-9.546,1.099,-1.0272,-9.7129,0.8799,-0.2561,0.4255,0.0036,-0.3496,-0.7027,0.2007,67.66,82.1,47.2,"walking"
"45",-0.1987,-9.4981,1.7742,-1.1442,-9.7181,0.6471,0.9455,0.22,1.127,-0.3044,-0.5366,0.1678,59.48,82.26,58.26,"walking"
"46",-3.9745,-18.333,-2.4948,-1.1419,-9.7012,0.8683,-2.8326,-8.6318,-3.3631,0.279,-0.1523,-0.3985,59.56,82.1,60.02,"walking"
"47",-1.9442,-8.9378,-2.3272,-1.2024,-9.7298,0.2335,-0.2993,0.5228,-0.2606,-0.4675,-0.0583,0.0425,68.7,82.99,67.49,"walking"
"48",-1.3432,-8.4039,0.5746,-1.3494,-9.6946,-0.603,-0.1511,1.2827,1.0204,-0.575,-0.6026,-0.0351,51.59,82.64,89.83,"walking"
"49",-3.9577,-9.1701,-1.0655,-1.5806,-9.6375,-0.8888,-1.7362,0.8552,0.4325,-0.3813,0.4072,0.2936,23.62,80.53,118.66,"walking"
"50",-1.7382,-10.1014,-1.3049,-1.9282,-9.5473,-1.141,0.1899,-0.5542,-0.1639,-0.338,0.6131,0.2197,24.53,78.13,119.55,"walking"
"51",-1.7885,-9.7639,-0.5339,-2.0672,-9.4405,-1.6653,0.2787,-0.3233,1.1313,-0.4076,0.7694,0.1787,20.65,74.89,126.69,"walking"
"52",-1.3384,-9.716,-0.4405,-1.9188,-9.4598,-1.7319,0.5804,-0.2561,1.2913,-0.013,0.5239,0.026,27.47,73.99,130.76,"walking"
"53",-2.8396,-10.2643,-2.5834,-1.9342,-9.5347,-1.2325,-1.1713,0.0023,-1.7713,0.7701,-0.1383,0.001,40.89,75.78,127.01,"walking"
"54",-0.0168,-11.1837,-1.834,-2.0253,-9.5753,-0.6177,1.3604,-1.0032,-1.1244,1.18,-0.506,-0.2018,52.88,77.2,118.14,"walking"
"55",-0.6967,-8.1621,0.3903,-1.6384,-9.6677,-0.1428,1.1491,1.4889,-0.0789,0.4189,-0.6734,-0.4938,82.27,79.06,94.88,"walking"
"56",-1.1253,-9.795,-0.5842,-1.0977,-9.7388,0.3481,-0.1275,-0.1835,-0.6933,0.3248,-0.7968,-0.1065,100.8,83.2,78.56,"walking"
"57",-0.5866,-9.4023,1.2953,-1.2668,-9.7231,0.1609,0.7271,0.1196,1.6713,-0.3642,-0.7779,0.3168,96.67,82.93,78.43,"walking"
"58",0.5387,-10.9275,1.2522,-1.2855,-9.7124,0.4335,1.8312,-1.2206,0.7267,0.2289,-0.7192,0.1274,105.14,82.05,71.37,"walking"
"59",-2.6409,-8.0088,0.5818,-1.0764,-9.7383,0.4212,-2.8526,1.6863,0.1821,-0.947,-0.4095,-0.5225,110.37,81.74,62.21,"walking"
"60",-2.8923,-9.2108,-2.8612,-1.1234,-9.7267,-0.5468,-2.9325,-0.4561,-0.9928,-1.0582,-0.7095,0.0737,77.79,83.98,90.84,"walking"
"61",-3.3448,-8.186,-1.3456,-1.4631,-9.635,-1.0935,-1.5369,1.7626,-0.2473,-0.429,0.1183,0.147,35.42,80.09,126.06,"walking"
"62",-1.9202,-10.1565,-1.494,-1.8497,-9.528,-1.402,0.224,-0.4489,0.109,-0.4662,0.2685,0.1995,30.93,77.21,126.67,"walking"
"63",-1.8723,-10.1445,-0.8859,-2.0061,-9.3873,-2.0058,0.287,-0.7165,1.4168,-0.4992,0.5263,0.2172,27.74,75.42,129.51,"walking"
"64",-0.2442,-9.0025,-0.4956,-1.9717,-9.3733,-2.1032,1.2395,-0.3175,1.8397,-0.1779,0.3003,0.0609,25.47,72.69,136.06,"walking"
"65",-3.8308,-9.1868,-3.1557,-1.8935,-9.4831,-1.6296,-1.5841,-0.5644,-1.5252,0.8325,-0.3301,-0.0949,25.21,73.41,137.06,"walking"
"66",-1.676,-9.7064,-1.1157,-2.037,-9.5511,-0.8931,0.398,-0.1537,-0.3324,1.2906,-0.6777,0.0938,49.92,76.89,113.67,"walking"
"67",-0.2179,-9.0288,-1.2402,-1.6491,-9.6668,-0.0616,1.5849,0.6104,-1.1606,0.3621,-0.8903,-0.5506,68.14,77.81,95.52,"walking"
"68",-1.3767,-9.6609,-0.0503,-1.2541,-9.7213,0.3068,-0.3484,0.0431,-0.1323,0.4006,-0.7345,-0.0882,82.87,82.24,83.96,"walking"
"69",-0.3783,-9.4047,1.7454,-1.4231,-9.6995,0.2557,1.0817,0.2903,1.5318,-0.567,-0.7443,0.4329,88.71,82.3,72.04,"walking"
"70",-0.929,-10.0176,1.858,-1.545,-9.676,0.3982,0.6252,-0.3401,1.5418,0.1471,-0.5384,0.1116,76.49,80.71,79.91,"walking"
"71",-0.4597,-7.9969,-0.8356,-1.3454,-9.7102,0.2687,0.8872,1.7148,-1.034,-0.5078,0.1903,-0.2611,85.21,80.39,70.84,"walking"
"72",-5.0136,-10.3097,-2.66,-1.2336,-9.7221,-0.3586,-3.7687,-0.5933,-2.2001,-0.5915,-0.3069,-0.2208,58.53,82.47,106.21,"walking"
"73",-3.0168,-7.0942,-0.2131,-1.78,-9.5745,-1.1538,-1.2672,2.4873,0.9287,-0.0496,0.9057,0.2233,34.84,79.41,122.28,"walking"
"74",-1.1708,-10.779,-1.0846,-2.0218,-9.4796,-1.4897,0.8409,-1.2869,0.3377,-0.5683,0.745,0.227,34.15,76.88,122.39,"walking"
"75",-0.8452,-8.526,0.8811,-2.0277,-9.366,-2.0827,0.7273,0.141,2.6939,-0.4876,0.7554,0.2117,29.13,72.76,135.77,"walking"
"76",-1.0343,-10.3552,-0.2538,-1.8445,-9.4359,-1.9316,0.9999,-1.3532,2.1027,0.2008,0.1965,0.0529,27.42,73.06,136.65,"walking"
"77",-3.9122,-8.7966,-3.443,-1.8415,-9.5747,-1.051,-2.0726,0.7652,-2.2772,1.2723,-0.1316,-8e-04,31.6,74.2,136.32,"walking"
"78",1.6185,-12.7615,-2.502,-2.106,-9.5742,-0.2615,3.6924,-3.1772,-2.3968,1.1324,-0.6307,-0.0864,67.16,77.61,104.56,"walking"
"79",-1.7885,-7.6425,-0.0551,-1.3629,-9.7107,0.1177,-0.3691,2.0605,-0.1431,0.4348,-0.5842,-0.5549,83.89,79.22,89,"walking"
"80",-1.0176,-9.2802,0.0383,-1.2696,-9.7187,0.3241,0.2333,0.4409,-0.2874,0.0933,-0.5885,0.1073,94.37,82.57,76.54,"walking"
"81",-0.8787,-11.3082,1.7287,-1.5194,-9.6876,0.1105,0.6407,-1.6212,1.5699,0.0799,-0.291,0.1305,89.76,81.89,79.42,"walking"
"82",-6.4669,-18.1678,-2.3177,-1.3699,-9.7014,0.4194,-5.0522,-8.4763,-2.8112,0.0884,0.1207,-0.558,93.57,80.81,72.87,"walking"
"83",-0.0168,-7.767,-1.7861,-1.3223,-9.712,-0.3138,1.3074,1.9466,-1.5375,-0.567,0.2099,0.0291,86.26,82.42,84.31,"walking"
"84",-2.2913,-7.6018,-0.0215,-1.4486,-9.6345,-1.1171,-0.7443,2.0056,1.1928,-0.8022,-0.2819,0.1836,41.28,79.25,127.64,"walking"
"85",-2.0687,-9.953,-1.5323,-1.7498,-9.5527,-1.3618,-1.1523,1.2972,0.681,-0.1205,0.6265,0.1592,39.63,77.37,128.35,"walking"
"86",-2.1022,-10.4486,-0.2873,-1.8958,-9.415,-1.9834,0.0307,-0.5787,1.708,-0.5988,0.814,0.191,36.71,74.55,133.67,"walking"
"87",-0.0287,-9.455,0.0359,-1.8201,-9.4133,-2.0607,1.619,0.7006,2.2307,-0.0948,0.825,0.0657,37.72,73.23,138.2,"walking"
"88",-1.1564,-11.0807,-3.4047,-1.676,-9.5282,-1.6044,0.6776,-2.3019,-0.5768,0.9986,-0.5054,0.1482,54.94,76.31,133.75,"walking"
"89",-3.5723,-9.1581,-1.7263,-1.8051,-9.6135,-0.7018,-2.3729,1.7244,-1.7428,1.2118,-0.8377,0.0938,69.87,78.7,118.69,"walking"
"90",-0.2035,-7.5324,0.6536,-1.5886,-9.6762,0.1346,2.1081,1.5285,-0.4339,0.1202,-0.2415,-0.5836,81.48,78.23,102.73,"walking"
"91",-1.9322,-9.9386,0.2035,-1.0749,-9.737,0.4542,-1.0632,0.0042,0.0677,0.4537,-0.9868,-0.2922,112.79,83.08,75.1,"walking"
"92",-0.5243,-9.4047,1.6592,-1.3341,-9.7094,0.3428,0.6015,0.6591,0.8759,-0.4174,-0.7003,0.4225,115.13,82.48,68.59,"walking"
"93",0.1413,-10.5588,2.4685,-1.4306,-9.6875,0.5257,1.4449,-0.6199,1.8781,0.2314,-0.7198,0.2123,115.19,81.06,69.82,"walking"
"94",-0.1556,-8.1693,-0.6465,-1.1827,-9.7339,0.1522,0.7183,1.3276,-0.0708,-0.8719,-0.2195,-0.1481,126.64,81.3,60.87,"walking"
"95",-3.6752,-9.4741,0.7757,-1.3075,-9.6917,-0.7297,-3.1459,-0.0722,0.2341,-0.9366,-0.6404,0.0657,91.36,83.15,103.82,"walking"
"96",-3.0766,-8.2842,-1.0607,-1.6639,-9.6075,-1.0477,-1.3892,1.3171,0.0057,-0.1608,0.5538,0.1574,46.41,78.93,121.41,"walking"
"97",-1.8867,-10.4582,-0.9386,-1.8446,-9.5144,-1.4977,-0.1342,-0.9401,0.9123,-0.7839,0.6161,0.205,45.95,77.83,122.46,"walking"
"98",0.1915,-8.7223,0.68,-1.894,-9.4291,-1.9171,1.2997,0.9174,2.7597,-0.1816,0.7603,0.1543,32.2,73.88,135.69,"walking"
"99",-1.7574,-11.9019,-1.846,-1.8101,-9.5093,-1.5709,-0.1289,-1.65,-1.5719,0.6944,-0.558,0.0798,39.99,74.36,134.64,"walking"
"100",-4.4462,-7.0751,-3.1724,-1.878,-9.5945,-0.7669,-2.523,2.5163,-2.4813,1.1996,-0.4688,0.0596,38.63,77.87,119.21,"walking"
"101",0.7374,-8.7774,-1.3001,-1.7971,-9.6403,0.0684,3.8181,-0.8625,-2.1646,0.6785,-0.2049,-0.4315,43.89,77.65,96.7,"walking"
"102",-2.0375,-9.4574,0.3256,-1.2005,-9.7293,0.2631,-0.8507,0.2725,0.0235,0.4232,-0.8414,-0.3289,103.2,82.8,77.64,"walking"
"103",-0.3711,-9.4694,0.8859,-1.3751,-9.7049,0.3061,1.2439,-0.047,0.8552,-0.4528,-0.4456,0.4408,88.2,82.29,72.76,"walking"
"104",0.2131,-11.3608,2.526,-1.4234,-9.6963,0.3533,1.67,-0.5727,2.3092,0.3914,-0.3576,-0.0363,106.65,81.4,76.06,"walking"
"105",-1.5635,-9.4861,-1.9944,-1.1239,-9.7335,0.4081,-3.296,1.3727,-1.7202,-0.8169,0.1152,-0.2611,148.47,81.78,62.99,"walking"
"106",-4.336,-9.6848,-1.573,-1.2514,-9.7086,-0.5896,-2.9338,-1.116,-0.4782,-0.4534,-0.2794,0.224,48.7,83.77,81.85,"walking"
"107",-2.1285,-6.7734,-0.3998,-1.6111,-9.6047,-1.1513,-0.8383,2.3308,0.3923,-0.4779,0.7407,0.1653,353.92,79.18,123.46,"walking"
"108",-1.8819,-10.3265,-0.8188,-1.8212,-9.5053,-1.5821,0.0111,-1.0989,0.4113,-0.5719,0.8073,0.2258,343.87,75.76,130.98,"walking"
"109",-0.3711,-8.5787,0.1724,-1.8745,-9.4225,-1.9679,0.9455,0.2955,2.5378,-0.0906,0.8482,0.1494,328.87,74.2,135.56,"walking"
"110",-1.0247,-11.4111,-0.0431,-1.6922,-9.5259,-1.6014,1.3857,-0.8447,1.9192,0.6083,0.0169,0.1519,293.63,76.26,133.42,"walking"
"111",-2.5523,-9.2802,-2.3344,-1.864,-9.5984,-0.7527,-1.1647,1.1296,-2.416,1.1422,-0.1664,0.3089,310.76,78.29,119.23,"walking"
"112",1.2905,-9.1773,-2.1381,-1.6943,-9.6585,-0.1178,3.0756,0.4648,-2.0225,0.4727,0.2264,-0.5237,17.8,78.54,94.68,"walking"
"113",-1.4509,-9.692,0.4693,-1.1537,-9.7379,0.1139,-0.2972,0.0458,0.3554,0.3767,-0.55,-0.2311,37.31,81.6,93.34,"walking"
"114",-0.5052,-9.2515,0.6943,-1.2662,-9.7243,0.068,0.5982,0.5135,0.3343,-0.5658,-0.4138,0.4078,52.52,82.57,86.93,"walking"
"115",-0.51,-9.7998,3.0503,-1.39,-9.7071,0.0967,0.88,-0.0926,2.9536,0.5625,-0.2421,0.1128,48.35,81.71,92.27,"walking"
"116",-1.1971,-8.7607,-0.0694,-1.0457,-9.75,0.1144,-0.1514,0.9894,-0.1838,-0.837,0.059,-0.1939,84.21,83.18,72.09,"walking"
"117",-4.5108,-10.3074,-2.3967,-1.0958,-9.7327,-0.493,-3.415,-0.5746,-1.9036,-0.6177,-0.2605,0.0908,46.78,83.76,105.25,"walking"
"118",-2.7414,-7.3576,-0.3591,-1.5248,-9.6272,-1.0784,-1.2167,2.2695,0.7193,-0.2341,0.803,0.1739,10.54,79.02,125.27,"walking"
"119",-1.8268,-10.542,-1.2331,-1.8205,-9.5084,-1.5639,-0.0064,-1.0336,0.3308,-0.5286,0.5795,0.2075,0.99,77.51,125.16,"walking"
"120",-0.6608,-8.538,0.6872,-1.7971,-9.4474,-1.9201,1.1363,0.9094,2.6073,-0.079,0.9417,0.0859,1,74.49,135.97,"walking"
"121",-0.2346,-10.6282,-0.2873,-1.6566,-9.5162,-1.6932,1.422,-1.112,1.4059,0.3303,-0.0735,0.2148,353.76,74.84,136.87,"walking"
"122",-2.9426,-6.5436,-2.3631,-1.7644,-9.6095,-0.845,-2.0544,3.3054,-2.2604,0.9491,0.1879,0.0474,20.61,77.72,126.48,"walking"
"123",2.2219,-12.4407,-3.4214,-1.8311,-9.6341,-0.0356,4.053,-2.8066,-3.3858,1.2888,-0.2702,-0.109,36.94,78.31,108.48,"walking"
"124",-2.1309,-8.8588,0.6656,-1.2277,-9.7293,0.0476,-0.7427,0.4874,0.4097,0.389,-0.5005,-0.1939,92.13,81.71,90.87,"walking"
"125",-0.5435,-9.4119,-0.1125,-1.2668,-9.722,0.2204,0.8621,0.2526,-0.151,-0.4265,-0.5231,0.34,108.68,82.97,82.18,"walking"
"126",-0.9314,-9.4741,2.0399,-1.4609,-9.6968,-0.0897,0.6971,0.261,1.8519,-0.0179,-0.4114,0.1311,101.89,81.42,94.02,"walking"
"127",-3.9266,-10.269,-2.6145,-1.104,-9.738,0.3501,-2.0086,1.8393,-0.1058,-0.3441,0.0327,-0.5781,139.19,82.09,65.86,"walking"
"128",-3.3185,-8.8492,-2.8564,-1.0162,-9.7504,-0.2575,-2.3022,0.9012,-2.5989,-0.5524,-0.3771,-0.0949,128.41,83.63,82.85,"walking"
"129",-1.6209,-8.4039,-0.3855,-1.4247,-9.6656,-0.8461,-0.1962,1.2617,0.4606,-0.3264,-0.0173,0.1488,93.35,82.79,115,"walking"
"130",-1.4461,-10.3074,-1.6305,-1.6649,-9.6006,-1.1071,-0.2146,-0.5846,-0.77,-0.6061,-0.0772,0.1207,82.5,79.09,121.46,"walking"
"131",-2.5691,-9.3281,-0.668,-1.7364,-9.4962,-1.7253,-0.8327,0.1681,1.0573,-0.5805,0.3003,0.147,76.67,77.36,127.68,"walking"
"132",-0.1963,-10.2523,-0.4262,-1.8492,-9.4284,-1.9636,1.6529,-0.8239,1.5375,-0.2097,0.2233,0.07,65.65,73.95,136.67,"walking"
"133",-2.4326,-10.6066,-1.9322,-1.754,-9.5022,-1.6739,-0.6786,-1.1044,-0.2583,0.411,-0.6019,0.0382,70.14,74.39,137.16,"walking"
"134",-3.1461,-8.2028,-2.0016,-1.8468,-9.5821,-0.9706,-1.5937,2.2676,-1.3015,1.1049,-0.3295,0.0059,79.43,77.51,124.49,"walking"
"135",-0.9529,-8.1693,-0.352,-1.6382,-9.666,-0.2359,1.965,-0.5554,-2.2467,0.4226,-0.3759,-0.4358,96.91,78.23,101.23,"walking"
"136",-1.1421,-9.9051,0.0287,-1.2452,-9.7265,0.1196,-0.0672,-0.0135,0.2899,0.4189,-0.5726,-0.178,113.35,82.67,84.51,"walking"
"137",-0.6752,-9.6585,0.6369,-1.2999,-9.7194,0.1178,0.4657,0.2052,0.1559,-0.5127,-0.6673,0.3028,112.63,82.7,79.89,"walking"
"138",-0.1676,-9.6106,1.8244,-1.39,-9.7031,0.2966,0.5716,0.2424,1.4759,0.389,-0.5409,0.045,101.34,81.73,86.02,"walking"
"139",-2.6193,-8.4231,1.4509,-1.1849,-9.7289,0.3395,-3.0355,-0.8209,-2.2818,-0.7698,-0.2147,-0.3735,118.06,81.69,66.08,"walking"
"140",-2.435,-8.1453,-1.8915,-1.1416,-9.7366,-0.2549,-2.9727,0.4671,-1.1227,-0.8132,-0.6245,-0.0552,76.02,83.15,102.59,"walking"
"141",-2.3224,-8.5093,-0.9122,-1.4878,-9.656,-0.8472,-0.8347,1.1468,-0.065,-0.2787,-0.2592,0.0639,56.88,81.31,118.49,"walking"
"142",-1.7574,-9.795,-1.2785,-1.7217,-9.5928,-1.0884,-0.0357,-0.2022,-0.1902,-0.5823,-0.2935,0.1317,42.82,78.75,120.65,"walking"
"143",-2.4206,-9.7447,-0.3136,-1.8636,-9.4922,-1.611,-0.557,-0.2525,1.2974,-0.553,0.0346,0.1342,31.79,77.11,125.89,"walking"
"144",-0.5243,-9.0958,-0.1101,-1.8425,-9.46,-1.8122,1.6893,0.266,1.6302,-0.1694,0.0395,-0.2195,15.6,74.38,132.14,"walking"
"145",-3.2107,-13.068,-1.4246,-1.6439,-9.5325,-1.612,-1.4017,-3.4612,0.4891,0.505,-0.3753,-0.2293,10.25,75.5,135.49,"walking"
"146",-1.099,-11.471,-1.9609,-1.6277,-9.6565,-0.5216,0.4054,0.9826,-0.4549,1.4311,-1.1597,-0.1407,7.82,79.03,119.79,"walking"
"147",0.1796,-9.8357,-0.5579,-1.3455,-9.7138,-0.0459,0.6491,0.0531,0.3358,0.0628,-1.8921,-0.5237,28.46,80.49,95.89,"walking"
"148",-1.755,-9.7231,0.3184,-0.8821,-9.766,0.1337,-0.8883,0.135,-0.0555,0.0683,-2.2659,-0.1731,24.05,84.4,86.74,"walking"
"149",0.6824,-10.1661,1.3408,-0.8375,-9.7708,-0.0292,0.8864,-0.2463,0.6954,-0.4516,-2.5433,-0.2037,16.66,84.97,79.15,"walking"
"150",-2.3871,-8.933,0.3544,-0.7694,-9.7761,-0.0786,-1.5804,0.8398,0.458,-0.556,-2.6209,0.3168,342.42,85.76,91.5,"walking"
"151",-3.4765,-10.6282,-0.8955,-1.3609,-9.6924,-0.6125,-2.0275,-0.3719,-0.0967,-0.8963,-2.1462,0.2068,313.83,83.6,105.05,"walking"
"152",-1.3192,-8.7607,1.7071,-1.7676,-9.5951,-0.9901,0.0541,-0.1287,2.2147,-0.8725,-2.6025,-0.0125,285.28,78.79,119.36,"walking"
"153",-3.6417,-10.2858,1.2594,-1.9504,-9.5786,-0.7844,-1.6052,-0.2105,1.7461,-0.4687,-2.1267,-0.0668,277.76,77.86,117.01,"walking"
"154",-3.68,-9.1294,-0.0814,-2.2242,-9.539,-0.4796,-1.3131,0.118,0.4051,-0.4785,-1.5806,0.0364,274.82,77.08,105.05,"walking"
"155",-3.0671,-9.2802,0.2969,-2.3879,-9.4989,-0.488,-0.4685,0.1685,0.7203,-0.531,-1.2556,-0.0906,273.48,76.08,101.42,"walking"
"156",-3.5244,-9.2922,0.3687,-2.459,-9.4743,-0.6002,-1.2018,0.1367,0.8947,-0.4986,-1.1383,-0.0919,261.32,75.04,103.72,"walking"
"157",-3.6034,-9.1868,0.1365,-2.5294,-9.4576,-0.5712,-1.0657,0.2675,0.7239,-0.3233,-0.9587,-0.2146,257.12,74.62,103.77,"walking"
"158",-2.1285,-10.4031,-1.087,-2.2988,-9.5247,-0.4064,-0.1769,-1.3664,-0.4513,-0.1199,-1.2269,-0.5537,253.6,75.51,100.94,"walking"
